Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_wbccount,WBC count (10^9/L),,This refers to the total white blood cell (WBC) count in blood.,"Write the WBC count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_neutrophil,Neutrophils (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_neutrophil_109l,Neutrophils (10^9/L),,This refers to the neutrophil count in blood in 10^9 cells/L.,"Write the Neutrophil count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_neutrophil_pcnt,Neutrophils (%),,This refers to the neutrophil count in blood in %.,"Write the Neutrophil count (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_lymphocyte,Lymphocytes (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_lymphocyte_109l,Lymphocytes (10^9/L),,This refers to the lymphocyte count in blood in 10^9 cells/L.,"Write the Lymphocyte count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_lymphocyte_pcnt,Lymphocytes (%),,This refers to the lymphocyte count in blood in %.,"Write the Lymphocyte count (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_eosinophil,Eosinophil (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_eosinophil_109l,Eosinophils (10^9/L),,This refers to the eosinophil count in blood. ,"Write the Eosinophil count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_eosinophil_pcnt,Eosinophils (%),,Eosinophil differential count.,Write the Eosinophil differential count (%),
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_hematocrit,Haematocrit (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_hematocrit_pcnt,Haematocrit (%),,"Haematocrit (Ht or HCT), also known as packed cell volume (PCV) or erythrocyte volume fraction (EVF), is the volume percentage (%) of red blood cells expressed as a percentage of the total blood volume.","Write the haematocrit (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_hematocrit_ll,Haematocrit (L/L),,"Haematocrit (Ht or HCT), also known as packed cell volume (PCV) or erythrocyte volume fraction (EVF), is the volume percentage (%) of red blood cells in blood.","Write the haematocrit (L/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_platelets,Platelets (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_platelets_109l,Platelets (10^9/L),,This refers to the platelet count in blood. ,"Write the Platelet count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_platelets_106l,Platelets (10^6/L),,,"Write the Platelet count (10^6/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_platelets_103ul,Platelets (10^3/uL),,,"Write the Platelet count (10^3/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_erymeancorvol,Ery. mean corpuscular volume (fL),,Erythrocyte Mean Corpuscular Volume or MCV.,Write the MCV (fL),
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_erymeancorhgb,Ery. mean corpuscular haemoglobin concentration (g/L),,Erythrocyte mean corpuscular haemoglobin concentration or MCHC.,Write the mean corpuscular hemaglobin concentration (g/L).,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_erymeancorhe,Ery. mean corpuscular haemoglobin (pg),,Erythrocyte mean corpuscular haemoglobin or MCH.,Write the mean corpuscular hemaglobin concentration (pg).,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_coag,Enter coagulation profile results,"1, Yes | 0, No | 99, Unknown",This refers to results from coagulation profile,Indicate 'Yes' to enter coagulation profile results,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_prothrombin_sec,Prothrombin Time / PT (sec),,Prothrombin time or PT.,Write the PT (seconds).,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_aptt,Activated Partial Thromboplastin Time / APTT (sec),,"Activated partial thromboplastin time (APTT), measured in seconds.",Write the APTT (sec).,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_aptr,APTR,,APTR is the activated partial thromboplastin ratio. The result is a ratio and therefore has no units.,Write the APTR.,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_tqinr,INR,,Serum INR (international normalised ratio) is a ratio of patient prothrombin time to control prothrombin time. The result is a ratio and therefore has no units.,Write the serum INR.,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_fibrinogen,Fibrinogen (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_fibrinogen_gl,Fibrinogen (g/L),,Fibrinogen is a fibrillar protein present in blood plasma; it converts to fibrin during the process of blood clot formation.,Write the serum Fibrinogen (g/L).,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_fibrinogen_mgdl,Fibrinogen (mg/dL),,Fibrinogen is a fibrillar protein present in blood plasma; it converts to fibrin during the process of blood clot formation.,Write the serum Fibrinogen (mg/dL).,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_ddimer,D-Dimer (select units),,,,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_ddimer_mgl,D-Dimer (mg/L),,D-Dimer is a measure for the concentration of fibrin degradation products (FDPs) in a sample. FDPs are protein fragments produced by the enzymatic action of plasmin on fibrinogen and fibrin) and are an aid in detecting the presence and degree of intravascular coagulation and fibrinolysis (the dissolution of the fibrin in a blood clot) and in monitoring therapy for disseminated intravascular coagulation (nonlocalized clotting in the blood vessels).,Write the serum D-dimer (mg/L),
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_ddimer_ugl,D-Dimer (ug/L ),,D-Dimer is a measure for the concentration of fibrin degradation products (FDPs) in a sample. FDPs are protein fragments produced by the enzymatic action of plasmin on fibrinogen and fibrin) and are an aid in detecting the presence and degree of intravascular coagulation and fibrinolysis (the dissolution of the fibrin in a blood clot) and in monitoring therapy for disseminated intravascular coagulation (nonlocalized clotting in the blood vessels).,Write the serum D-dimer (ug/L),
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_liver,Enter liver profile results,"1, Yes | 0, No | 99, Unknown",This refers to results from liver profile,Indicate 'Yes' to enter liver profile testing results,
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.,labs_bilirubin,Total bilirubin (select units),,,,
