Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
sympt_hazyvision,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Visão turva/embaçada,"1, Sim | 0, Não | 99, Desconhecido","Definido como perda da acuidade visual, resultando em visão turva ou distorcida.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_eyelightsensi,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sensibilidade dos olhos à luz,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma intolerância anormal à luz, causando desconforto ou dor nos olhos quando expostos à luz forte.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_visdist,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Distúrbios visuais,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a uma interferência na visão normal, sem necessariamente afetar a acuidade visual.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_blurryvis,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Visão turva,"1, Sim | 0, Não | 99, Desconhecido","Refere-se à falta de nitidez da visão, resultando na incapacidade de ver detalhes finos.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sympt_ocularoth,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Outros sintomas oftalmológicos,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a outros sinais e sintomas relacionados ao olho, não especificados acima.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_ocularoth_spec,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Especificar outros sintomas oftalmológicos,,"Refere-se a outros sinais e sintomas relacionados ao olho, não especificados acima.","Se “Sim”, especifique outros sinais e sintomas oftalmológicos."
sympt_ent,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Sintomas nos ouvidos/nariz/garganta,,"Refere-se a sinais e sintomas relacionados com os ouvidos, nariz e garganta.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_earpain,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Dor nos ouvidos,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a uma sensação dolorosa no ouvido.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_tinnitus,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Zumbido,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a uma perceção anormal dos sons experimentada por um indivíduo na ausência de estímulos auditivos.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sympt_parot,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Parotidite,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à inflamação das glândulas parótidas.,Indique “Sim” se o paciente tiver apresentado isso entre 00:00 e 24:00 no dia da avaliação.
sympt_otherdesc,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Outros  sintomas,,,
sympt_unlisted,diário,SINTOMAS: Indique se apresentados entre 00:00 e 24:00 no dia da avaliação.,Outros sintomas,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à presença de um ou mais sinais ou sintomas alternativos não listados acima.,Indique “Sim” se o paciente apresentou outro sinal ou sintoma não listado acima entre 00:00 e 24:00 no dia da avaliação.
sign_dailydata,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Insira os dados dos sinais clínicos para esta data?,"1, Sim | 0, Não",Refere-se a sinais registados nesta data.,Indique “Sim” se desejar registrar os dados dos sinais para este dia da avaliação.
sign_sys,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Sinais sistêmicos/gerais,,Refere-se a sinais sistémicos/gerais/não específicos.,Indique “Sim” se o paciente apresentou este sintoma entre 00:00 e 24:00 no dia da avaliação.
sign_hypotherm,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Hipotermia,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à redução anormal da temperatura corporal devido à falha na termorregulação.,Indique “Sim” se o paciente apresentou este sintoma entre 00:00 e 24:00 no dia da avaliação.
sign_coldperiph,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,"1, Sim | 0, Não | 99, Desconhecido","1, Yes | 0, No | 99, Unknown","Refere-se à pele que parece fria e úmida ao toque, frequentemente associada a insuficiência circulatória e sintomas como inquietação e hipotensão.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_dehyrdation,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Desidratação,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à perda excessiva de água do corpo.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_oedema,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Edema,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao acúmulo de uma quantidade excessiva de líquido nas células ou nos tecidos intercelulares.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_oedema_site,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Local(is) do edema,"1, Pés | 2, Tornozelo | 3, Pernas (abaixo do joelho) | 4, Pernas (acima dos joelhos)  | 5, Escroto/Lábios | 6, Sacro | 7, Abdômen | 8, Pescoço | 9, Rosto | 99, Desconhecido | 88, Outro",Refere-se à localização do edema.,"Se “Sim”, especifique a localização do edema. Selecione todas as opções aplicáveis."
sign_oedema_site_oth,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Especifique outro(s) local(is) do edema,,Refere-se à localização do edema.,"Se “Outro”, especifique o local do edema"
sign_lymph,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Linfadenopatia,"1, Sim-doloroso | 2, Sim-não doloroso | 0, Não | 99, Desconhecido",Definido como um achado clínico de aumento anormal dos gânglios linfáticos.,Indique “Sim” se o paciente apresentou entre 00:00 e 24:00 no dia da avaliação.
sign_lymph_site,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Especifique o(s) local(is) da linfadenopatia,"1, Axilar (axilas) | 2, Cervical (pescoço) | 3, Inguinal (virilha) | 99, Desconhecido | 88, Outro",Refere-se ao local em que a linfadenopatia foi identificada.,Selecione a(s) opção(ões) mais adequada(s) correspondente(s) à localização da linfadenopatia.
sign_lymph_site_oth,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Especifique outro(s) local(is) da linfadenopatia,,Refere-se à localização em que a linfadenopatia foi identificada.,"Se “Outro”, escreva o local onde a linfadenopatia foi identificada."
sign_bruise,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Hematomas,"1, Sim | 0, Não | 99, Desconhecido","Refere-se à extravasão espontânea de sangue para o espaço subcutâneo, também conhecida como equimoses espontâneas.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_alopecia,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Alopecia,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à ausência de pelos (queda de cabelo sem cicatrizes) em áreas onde normalmente estão presentes.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_dryskin,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Pele seca,"1, Sim | 0, Não | 99, Desconhecido","Refere-se à pele caracterizada pela falta de umidade natural ou normal, resultante da insuficiência de hidrolipídios na pele, também chamada de xerose cutânea.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_oralulcer,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Úlceras orais,"1, Sim | 0, Não | 99, Desconhecido","Refere-se a episódios recorrentes de ulceração da mucosa oral (aftas orais recorrentes), que se apresentam tipicamente como defeitos mucosos dolorosos, bem circunscritos e cobertos por fibrina com um h",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sign_mastitis,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Mastite,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma inflamação da mama, com ou sem infecção associada",Indique “Sim” se o paciente apresentou este sintoma em qualquer momento durante a data da avaliação.
sign_bacsi,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Superinfecção bacteriana,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma infecção bacteriana secundária diagnosticada por um médico que ocorre durante uma ferida existente, infecção ou imediatamente após uma infecção anterior.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_bacsi_spec,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Especificar superinfecção bacteriana.,"7, Abscesso em tecido profundo | 1, Foliculite/celulite | 2, Pneumonia | 3, Gastroenterite | 4, SNC | 5, Bacteremia | 6, Trato urinário | 88, Outros",Refere-se ao tipo ou localização da superinfecção bacteriana.,Selecione a(s) opção(ões) mais adequada(s) que representa(m) o tipo ou localização da superinfecção bacteriana.
sign_bacsi_oth,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Especificar outra superinfecção bacteriana,,"Refere-se a outro(s) tipo(s) ou localização(ões) da superinfecção bacteriana, não especificado(s) acima.","Se “Outro”, escreva o tipo ou localização da superinfecção bacteriana. "
sign_resp,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Sinais respiratórios,,Refere-se a sinais relacionados ao sistema respiratório.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_respdistress,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Dificuldade respiratória,"1, Sim | 0, Não | 99, Desconhecido",Refere-se a um aumento patológico no esforço e na frequência dos movimentos respiratórios.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_chestindrw,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Retração da parede torácica inferior,"1, Sim | 0, Não | 99, Desconhecido","Definido como um sinal clínico de dificuldade respiratória, distinguido pelo movimento anormal para dentro da parede torácica inferior durante a inspiração. Se apenas o tecido mole entre as costelas ou acima da clavícula entrar quando o paciente respira, isso não é retração da parede torácica inferior.",Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_tachypnoea,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Respiração rápida (taquipneia),"1, Sim | 0, Não | 99, Desconhecido",Definido como um aumento anormal da frequência respiratória.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
sign_apnoea,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Apneia,"1, Sim | 0, Não | 99, Desconhecido",Definido como uma ausência transitória da respiração espontânea.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sign_rhinitis,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Rinite,"1, Sim | 0, Não | 99, Desconhecido","Definido como inflamação da membrana mucosa que reveste o nariz, geralmente associada a secreção nasal.",Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sign_phary,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Faringite,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à presença de inflamação da garganta.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sign_tonsil,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Amigdalite,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à presença de inflamação das amígdalas.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sign_plueeff,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,"1, Sim | 0, Não | 99, Desconhecido","1, Yes | 0, No | 99, Unknown",Refere-se à presença de líquido na cavidade pleural resultante de transudação ou exsudação excessiva das superfícies pleurais.,Indique “Sim” se o paciente apresentou esse sintoma entre 00:00 e 24:00 no dia da avaliação.
sign_cvs,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Sinais cardiovasculares,,Refere-se a sinais relacionados ao sistema cardiovascular.,Indique “Sim” se o paciente apresentou este sintoma entre as 00:00 e as 24:00 do dia da avaliação.
sign_tachycardia,diário,SINAIS: Registre os achados clínicos observados entre 00:00 e 24:00 no dia da avaliação,Batimento cardíaco rápido/pulso (taquicardia),"1, Sim | 0, Não | 99, Desconhecido",Refere-se a uma frequência cardíaca rápida que excede a faixa da frequência cardíaca normal em repouso para a idade.,Indique “Sim” se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.
