Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline
treat_fluid_oral,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Réhydratation par voie orale,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de liquides entéraux/oraux destinés à la réhydratation.,Indiquez « Oui » si le patient a reçu une réhydratation par voie orale entre 00 h 00 et 24 h 00 le jour de l'évaluation.
treat_fluid_oralvol,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Volume de réhydratation orale (mL/24 heures),,Il s'agit de liquides entéraux/oraux destinés à la réhydratation.,"Si « Oui », enregistrez la quantité de liquides entéraux/oraux administrés à des fins de réhydratation entre 00 h 00 et 24 h 00 le jour de l'évaluation, en millilitres (mL)."
treat_fluid_parent,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Liquides intraveineux (parentéraux),"1, Oui | 0, Non | 99, Inconnu","Il s'agit de liquides intraveineux qui comprennent des solutions cristalloïdes, de l'albumine, de la gélatine, des amidons ou d'autres solutions.",Indiquez « Oui » si le patient a reçu des liquides intraveineux entre 00 h 00 et 24 h 00 le jour de l'évaluation.
treat_fluid_parent_type,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Type de liquide intraveineux,,"Il s'agit du type de liquide parentéral ou intraveineux (IV) prescrit en remplacement des liquides, des électrolytes, des calories, des vitamines et d'autres substances nutritives. Les liquides intraveineux peuvent être des cristalloïdes (comprenant généralement du chlorure de sodium à 0,9 % (solution saline normale), du Ringer lactate (USP), du chlorure de sodium à 0,45 % (solution saline demi-normale), du chlorure de sodium à 0,45 % + 4 % de glucose (solution saline demi-normale avec dextrose), du chlorure de sodium à 0,18 %-0, 3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte) ou des colloïdes (généralement des gélatines, des amidons ou de l'albumine). ",Sélectionnez l'option la plus appropriée correspondant au type de liquide(s) intraveineux ou parentéral(aux) administré(s).
treat_fluid_cryst,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Volume de cristalloïdes (mL/24 heures),,"Les liquides cristalloïdes sont des solutions aqueuses de sels minéraux et d'autres petites molécules hydrosolubles. Ils sont couramment utilisés pour la réanimation liquidienne en cas d'hypovolémie, d'hémorragie, de septicémie et de déshydratation. Les cristalloïdes courants comprennent le chlorure de sodium à 0,9 % (solution saline normale), le Ringer lactate (USP), le chlorure de sodium à 0,45 % (solution saline demi-normale), le chlorure de sodium à 0, 45 % de solution saline normale + 4 % de glucose (solution saline demi-normale avec dextrose), 0,18 %-0,3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte.",Enregistrez le volume de liquides cristalloïdes que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
treat_fluid_colloid,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Volume de colloïdes (mL/24 heures),,"Les liquides colloïdaux sont des solutions qui contiennent de grosses molécules, telles que des protéines ou des polysaccharides, qui restent dans la circulation sanguine plus longtemps que les cristalloïdes. Ces liquides aident à maintenir ou à augmenter le volume intravasculaire en attirant l'eau dans les vaisseaux sanguins par pression oncotique. Les colloïdes courants comprennent les gélatines, les amidons ou l'albumine. ",Enregistrez le volume de liquides colloïdaux que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
treat_blood,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Transfusion de sang/produits sanguins,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une transfusion de sang (sang total ou globules rouges concentrés) ou d'autres produits sanguins à l'exclusion de l'immunoglobuline humaine normale (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou un facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. ","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à tout moment entre 00 h 00 et 24 h 00 le jour de l'évaluation. Si « Oui », sélectionnez le ou les produits ci-dessous."
treat_blood_type,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Sélectionnez tous les produits sanguins qui ont été administrés.,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total | 4, Plasma frais congelé | 5, Concentré de fibrinogène | 6, Concentré de globules rouges (concentré de globules rouges)","Il s'agit d'une transfusion de sang (sang total ou globules rouges concentrés) ou d'autres produits sanguins à l'exclusion des immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Les globules rouges concentrés désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %. Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant au(x) produit(s) sanguin(s) administré(s).
treat_blood_plate,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Plaquettes (unités/24 heures),,Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
treat_blood_cryo,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Cryoprécipité (unités/24 heures),,"Le cryoprécipité est un produit sanguin congelé préparé à partir de plasma congelé contenant du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine.",Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
treat_blood_whole,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Volume de sang total (unités/24 heures),,Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
treat_blood_plasma,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Plasma frais congelé (unités/24 heures),,Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).
treat_blood_fibrin,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Concentré de fibrinogène (unités/24 heures),,"Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Enregistrez le nombre d'unités que le patient a reçues entre 00 h 00 et 24 h 00 le jour de l'évaluation en millilitres (mL).
treat_blood_rcc,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Concentré de globules rouges (unités/24 heures),,"Les concentrés de globules rouges désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %.",Enregistrez le nombre d'unités que le patient a reçues entre 00 h 00 et 24 h 00 le jour de l'évaluation en millilitres (mL).
treat_intravenim,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Immunoglobulines intraveineuses,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de préparations d'immunoglobulines, contenant principalement de l'immunoglobuline G (IgG), qui sont utilisées en perfusion intraveineuse. Exemples : Octagam®, Intragam P®, KIOVIG®, Flebogamma 5 % DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® et Privigen®.",Indiquez « Oui » si le patient a reçu des immunoglobulines par voie intraveineuse entre 00 h 00 et 24 h 00 le jour de l'évaluation.
treat_plasmapher,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Plasmaphérèse / échange plasmatique,"1, Oui | 0, Non | 99, Inconnu","La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, qui aboutit à un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Indiquez « Oui » si le patient a subi une plasmaphérèse entre 00 h 00 et 24 h 00 le jour de l'évaluation.
treat_antibiotic,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Antibiotiques,"1, Oui | 0, Non | 99, Inconnu",Les antibiotiques désignent tout agent qui cible sélectivement les bactéries. Les préparations topiques ne doivent pas être enregistrées.,Indiquez « Oui » si le patient a reçu des antibiotiques entre 00 h 00 et 24 h 00 le jour de l'évaluation.
treat_steroids,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Corticostéroïdes,"1, Oui | 0, Non | 99, Inconnu","Les corticostéroïdes (communément appelés « stéroïdes ») désignent tous les types de corticostéroïdes thérapeutiques, produits dans le cortex surrénal (la partie externe de la glande surrénale). Ils sont également fabriqués en laboratoire. Exemples : prednisolone, prednisone, méthylprednisolone, dexaméthasone, hydrocortisone, fluticasone, bétaméthasone. Les préparations topiques ne sont pas incluses, mais les préparations inhalées le sont.",Indiquez « Oui » si le patient a reçu des « stéroïdes » entre 00 h 00 et 24 h 00 le jour de l'évaluation.
treat_other,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Autre(s) intervention(s) ou procédure(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,Indiquez « Oui » si d'autres interventions ou procédures ont été utilisées entre 00 h 00 et 24 h 00 le jour de l'évaluation.
treat_other_spec,quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,Veuillez préciser les autres interventions ou procédures,,Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,"Si « Oui », veuillez préciser les interventions thérapeutiques ou procédures non caractérisées qui, selon vous, pourraient être pertinentes."
