Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Completion Guideline2,Language Speaker Reviewed,Clinical Language Speaker Reviewed
diario,INTERVENCIONES DE CUIDADOS AVANZADOS: Registrar todas las intervenciones avanzadas realizadas entre las 00:00 y 24:00 del día de evaluación,critd_critcareunlst_oth,Especifique otras intervenciones o procedimientos de cuidados avanzados,,Se refiere a cualquier otra intervención o procedimiento terapéutico de cuidados avanzados (incluido el soporte orgánico agudo y los cuidados intensivos) no caracterizado de otro modo que usted considere relevante.,"Si la respuesta es «Sí», especifique las intervenciones terapéuticas o los procedimientos de cuidados intensivos no caracterizados de otro modo que considere relevantes.","If 'Yes', please specify the critical care therapeutic intervention(s) or procedure(s)not otherwise characterised that you believe may be relevant.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_dailydata,¿Desea introducir los resultados de laboratorio para esta fecha?,"1, Sí | 0, No","Esta sección se refiere únicamente a las pruebas de laboratorio que se realizaron durante la estancia del paciente en el centro clínico (hospital) y que se recogieron en la fecha de la evaluación. En general, no deben comunicarse los resultados que hayan sido rechazados por el equipo clínico (por ejemplo, muestras de sangre hemolizada, resultados microbiológicos contaminados).","Indique «Sí» si se tomaron muestras de laboratorio en la fecha de la evaluación. Si no se tomaron muestras de laboratorio en la fecha de la evaluación, indique «No» y pase a la siguiente sección. En general, no comunique los resultados que hayan sido rechazados por el equipo clínico (por ejemplo, muestras hemolizadas). A menos que se especifique lo contrario, si hay varias mediciones, comunique la medición más alejada del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Indicate 'Yes', if laboratory samples were taken on the date of assessment. If no laboratory samples were taken on the date of assessment indicate 'No' and skip to the next section. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements, please report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_fbc,Hemograma completo,,Se refiere a los resultados del hemograma completo. ,Indique «Sí» para introducir los resultados completos del hemograma.,Indicate 'Yes' to enter full blood count results,,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_haemo,Hemoglobina (seleccione las unidades),,,,,,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_haemo_gdl,Hemoglobina (g/dL),,La hemoglobina (Hb o Hgb) se refiere a la medición de la concentración de hemoglobina en la sangre.,"Escriba el nivel de hemoglobina (g/dL). Si hay varios, indique la medida más alejada del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write haemoglobin (g/dL) level. If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_haemo_gl,Hemoglobina (g/L),,Se refiere a la medición de la concentración de hemoglobina en la sangre.,"Escriba el nivel de hemoglobina (g/L). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write haemoglobin (g/L) level. If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_wbccount,Recuento de glóbulos blancos / WBC (10^9/L),,Se refiere al recuento total de glóbulos blancos (WBC) en la sangre.,"Escriba el recuento de leucocitos (10^9/L). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the WBC count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_neutrophil,Neutrófilos (seleccione las unidades),,,,,,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_neutrophil_109l,Neutrófilos (10^9/L),,Se refiere al recuento de neutrófilos en sangre en 10^9 células/L.,"Escriba el recuento de neutrófilos (10^9/L). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Neutrophil count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_neutrophil_pcnt,Neutrófilos (%),,Se refiere al recuento de neutrófilos en sangre en %.,"Escriba el recuento de neutrófilos (%). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Neutrophil count (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_lymphocyte,Linfocitos (seleccione las unidades),,,,,,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_lymphocyte_109l,Linfocitos (10^9/L),,Se refiere al recuento de linfocitos en sangre en 10^9 células/L.,"Escriba el recuento de linfocitos (10^9/L). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Lymphocyte count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_lymphocyte_pcnt,Linfocitos (%),,Se refiere al recuento de linfocitos en sangre en %.,"Escriba el recuento de linfocitos (%). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Lymphocyte count (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_eosinophil,Eosinófilos (seleccione las unidades),,,,,,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_eosinophil_109l,Eosinófilos (10^9/L),,Se refiere al recuento de eosinófilos en sangre.,"Escriba el recuento de eosinófilos (10^9/L). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Eosinophil count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_eosinophil_pcnt,Eosinófilos (%),,Recuento diferencial de eosinófilos.,Escriba el recuento diferencial de eosinófilos (%).,Write the Eosinophil differential count (%),,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_hematocrit,Hematocrito (seleccione las unidades),,,,,,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_hematocrit_pcnt,Hematocrito (%),,"El hematocrito (Ht o HCT), también conocido como volumen celular concentrado (PCV) o fracción de volumen eritrocitario (EVF), es el porcentaje de volumen (%) de glóbulos rojos expresado como porcentaje del volumen total de sangre.","Escriba el hematocrito (%). Si hay varios, indique la medida más alejada del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the haematocrit (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_hematocrit_ll,Hematocrito (L/L),,"El hematocrito (Ht o HCT), también conocido como volumen celular concentrado (PCV) o fracción de volumen eritrocitario (EVF), es el porcentaje de volumen (%) de glóbulos rojos en la sangre.","Escriba el hematocrito (L/L). Si hay varios, indique la medida más alejada del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the haematocrit (L/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_platelets,Plaquetas (seleccionar unidades),,,,,,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_platelets_109l,Plaquetas (10^9/L),,Se refiere al recuento de plaquetas en sangre.,"Escriba el recuento de plaquetas (10^9/L). Si hay varios, indique la medida más alejada del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Platelet count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_platelets_106l,Plaquetas (10^6/L),,Se refiere al recuento de plaquetas.,"Escriba el recuento de plaquetas (10^6/L). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Platelet count (10^6/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_platelets_103ul,Plaquetas (10^3/uL),,Se refiere al recuento de plaquetas.,"Escriba el recuento de plaquetas (10^3/L). Si hay varios, indique el valor más alejado del rango fisiológico o de laboratorio normal entre las 00:00 y las 24:00 horas del día de la evaluación.","Write the Platelet count (10^3/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_erymeancorvol,Volumen corpuscular medio eritrocitario / VCE (fL),,Volumen corpuscular medio de los eritrocitos o VCM.,Escriba el VCM (fL),Write the MCV (fL),,
diario,RESULTADOS DE LABORATORIO: Registrar el valor más anormal entre las 00:00 y 24:00 del día de evaluación,labs_erymeancorhgb,Concentración corpuscular media de hemoglobina eritrocitaria / CCMH (g/L),,Concentración corpuscular media de hemoglobina en los eritrocitos o CMHC.,Escriba la concentración media de hemoglobina corpuscular (g/L).,Write the mean corpuscular hemaglobin concentration (g/L).,,
